Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size
SD64087,California,0,Premium,High School or Below,1/19/11,Employed,1,Urban,Married,Corporate ,Offer1,Branch,SUV,Small
OY38576,Oregon,0,Basic,High School or Below,1/11/11,Employed,0,Urban,Single,Corporate ,Offer2,Agent,SUV,Medsize
BG76355,Washington,0,Extended,High School or Below,1/31/11,Employed,0,Rural,Married,Personal ,Offer3,Web,Four-Door Car,Medsize
IP66913,California,0,Extended,High School or Below,1/11/11,Employed,1,Urban,Single,Personal ,Offer2,Agent,Two-Door Car,Small
LE95702,California,1,Basic,High School or Below,2/11/11,Unemployed,1,Urban,Single,Special ,Offer1,Agent,Four-Door Car,Medsize
KX54357,Washington,0,Extended,High School or Below,1/22/11,Employed,1,Urban,Married,Corporate ,Offer2,Web,Two-Door Car,Small
EZ78112,California,0,Basic,High School or Below,2/24/11,Employed,0,Urban,Single,Special ,Offer1,Agent,Four-Door Car,Medsize
XN16891,Arizona,0,Basic,High School or Below,2/28/11,Employed,1,Urban,Single,Personal ,Offer4,Agent,Four-Door Car,Small
XK31350,Oregon,0,Extended,High School or Below,1/25/11,Employed,0,Urban,Married,Corporate ,Offer4,Call Center,Four-Door Car,Large
CC30924,Oregon,0,Premium,High School or Below,2/26/11,Employed,1,Urban,Married,Corporate ,Offer4,Agent,Sports Car,Small
IT78748,Oregon,1,Extended,High School or Below,2/19/11,Unemployed,0,Urban,Married,Special ,Offer1,Agent,Two-Door Car,Small
KY33386,Washington,1,Basic,High School or Below,1/2/11,Unemployed,0,Urban,Single,Personal ,Offer1,Web,Sports Car,Medsize
CO44221,California,0,Basic,High School or Below,1/2/11,Employed,1,Urban,Married,Personal ,Offer2,Branch,Four-Door Car,Medsize
LK60013,Oregon,0,Basic,High School or Below,1/26/11,Employed,0,Urban,Married,Personal ,Offer3,Branch,Four-Door Car,Medsize
DE21533,California,0,Basic,High School or Below,2/2/11,Employed,1,Urban,Single,Personal ,Offer1,Call Center,Four-Door Car,Medsize
YS94121,Nevada,0,Basic,High School or Below,2/27/11,Employed,1,Urban,Single,Personal ,Offer1,Call Center,Four-Door Car,Small
UK68427,Washington,1,Extended,High School or Below,1/20/11,Employed,1,Urban,Single,Personal ,Offer2,Branch,Two-Door Car,Small
TE49565,Oregon,0,Basic,High School or Below,1/17/11,Unemployed,0,Urban,Married,Personal ,Offer2,Call Center,SUV,Small
RA88421,Oregon,0,Extended,High School or Below,1/17/11,Employed,0,Urban,Married,Personal ,Offer3,Branch,Four-Door Car,Medsize
KQ51983,Nevada,0,Basic,High School or Below,2/24/11,Unemployed,1,Urban,Single,Personal ,Offer1,Branch,Two-Door Car,Medsize
CD88896,Nevada,1,Basic,High School or Below,2/14/11,Employed,0,Rural,Single,Corporate ,Offer2,Agent,Four-Door Car,Medsize
YV22553,Arizona,0,Basic,High School or Below,2/20/11,Employed,1,Urban,Married,Corporate ,Offer1,Agent,SUV,Small
WU14435,California,0,Basic,High School or Below,2/19/11,Unemployed,1,Urban,Married,Corporate ,Offer1,Agent,Four-Door Car,Small
XV84099,Arizona,1,Basic,High School or Below,2/8/11,Unemployed,0,Urban,Married,Corporate ,Offer1,Call Center,Four-Door Car,Medsize
RI24911,Arizona,1,Basic,High School or Below,2/6/11,Employed,1,Urban,Single,Personal ,Offer2,Agent,Two-Door Car,Medsize
KO26461,Arizona,0,Extended,High School or Below,2/27/11,Employed,1,Urban,Married,Personal ,Offer1,Agent,Four-Door Car,Medsize
HI14283,Oregon,0,Premium,High School or Below,2/1/11,Unemployed,0,Urban,Married,Personal ,Offer1,Web,SUV,Small
PT50227,Arizona,0,Basic,High School or Below,2/23/11,Unemployed,1,Urban,Married,Personal ,Offer3,Call Center,Two-Door Car,Medsize
BH36570,California,0,Basic,High School or Below,1/11/11,Employed,1,Urban,Married,Personal ,Offer1,Branch,Two-Door Car,Small
TX17484,California,0,Basic,High School or Below,2/10/11,Employed,0,Rural,Married,Personal ,Offer1,Web,Four-Door Car,Large
CT41158,Washington,0,Extended,High School or Below,2/25/11,Employed,1,Urban,Single,Corporate ,Offer2,Branch,SUV,Large
AO87348,Washington,0,Basic,High School or Below,2/16/11,Unemployed,1,Urban,Single,Personal ,Offer2,Agent,Four-Door Car,Small
DE55857,Washington,0,Basic,High School or Below,1/30/11,Employed,0,Urban,Single,Personal ,Offer2,Agent,Four-Door Car,Small
LF66923,Nevada,0,Basic,High School or Below,2/11/11,Employed,0,Urban,Married,Corporate ,Offer2,Agent,Two-Door Car,Small
CN24514,Arizona,0,Basic,High School or Below,1/14/11,Employed,0,Rural,Married,Personal ,Offer3,Agent,Four-Door Car,Large
UW32074,Oregon,0,Basic,High School or Below,2/14/11,Unemployed,0,Urban,Single,Corporate ,Offer1,Branch,Four-Door Car,Small
HP36979,California,0,Extended,High School or Below,2/3/11,Employed,1,Urban,Married,Personal ,Offer2,Web,Two-Door Car,Large
PP40919,California,0,Extended,High School or Below,1/31/11,Unemployed,0,Urban,Single,Personal ,Offer1,Agent,Two-Door Car,Medsize
RO73268,California,0,Extended,High School or Below,2/15/11,Unemployed,1,Urban,Single,Corporate ,Offer3,Agent,Two-Door Car,Medsize
HO61691,Arizona,0,Basic,High School or Below,2/27/11,Employed,0,Urban,Single,Personal ,Offer4,Agent,Four-Door Car,Medsize
BS13062,Arizona,0,Extended,High School or Below,1/21/11,Unemployed,0,Urban,Married,Personal ,Offer4,Call Center,Four-Door Car,Small
FO35655,Oregon,0,Extended,High School or Below,1/14/11,Unemployed,1,Urban,Single,Corporate ,Offer1,Branch,Luxury SUV,Medsize
HR10526,California,0,Basic,Master or more,1/25/11,Employed,1,Urban,Married,Personal ,Offer1,Call Center,Four-Door Car,Medsize
IA63417,Arizona,0,Premium,High School or Below,2/2/11,Unemployed,0,Urban,Single,Personal ,Offer3,Web,Two-Door Car,Medsize
BH35016,Nevada,0,Basic,High School or Below,2/9/11,Employed,0,Urban,Single,Personal ,Offer1,Call Center,Two-Door Car,Medsize
PK52952,Arizona,0,Basic,Master or more,2/28/11,Employed,1,Urban,Single,Personal ,Offer1,Call Center,SUV,Medsize
OD76309,Washington,1,Basic,High School or Below,1/27/11,Unemployed,0,Urban,Single,Personal ,Offer1,Agent,SUV,Small
IL28481,Oregon,0,Extended,High School or Below,2/19/11,Employed,1,Urban,Married,Personal ,Offer4,Call Center,Four-Door Car,Large
GY55092,Nevada,1,Extended,High School or Below,2/18/11,Unemployed,1,Urban,Single,Personal ,Offer2,Agent,SUV,Medsize
UF33451,Oregon,0,Extended,High School or Below,2/14/11,Employed,0,Urban,Married,Personal ,Offer1,Agent,SUV,Medsize
CF15558,California,0,Basic,Master or more,1/30/11,Employed,0,Urban,Married,Personal ,Offer2,Call Center,Two-Door Car,Small
JM62924,Washington,0,Extended,High School or Below,2/9/11,Employed,1,Urban,Married,Personal ,Offer3,Branch,Four-Door Car,Medsize
EM66435,Oregon,0,Basic,High School or Below,2/6/11,Employed,0,Rural,Single,Corporate ,Offer1,Agent,Four-Door Car,Medsize
QX45933,California,0,Basic,High School or Below,2/23/11,Unemployed,1,Urban,Married,Personal ,Offer1,Agent,Four-Door Car,Small
JI71369,California,0,Basic,High School or Below,2/22/11,Employed,0,Rural,Married,Personal ,Offer1,Web,Four-Door Car,Medsize
JU93290,Arizona,0,Basic,High School or Below,1/16/11,Unemployed,0,Urban,Single,Personal ,Offer1,Web,Four-Door Car,Medsize
GU66096,Arizona,0,Basic,High School or Below,2/2/11,Employed,1,Urban,Married,Personal ,Offer2,Agent,Four-Door Car,Medsize
UC33108,California,0,Extended,High School or Below,2/22/11,Employed,1,Urban,Married,Personal ,Offer1,Agent,Four-Door Car,Small
LW93867,Oregon,0,Basic,High School or Below,1/3/11,Unemployed,1,Rural,Married,Corporate ,Offer1,Web,Four-Door Car,Medsize
OU78470,Arizona,0,Extended,Master or more,2/27/11,Employed,0,Rural,Single,Corporate ,Offer2,Call Center,Four-Door Car,Medsize
XW90265,Arizona,0,Basic,High School or Below,2/15/11,Employed,0,Urban,Married,Personal ,Offer1,Agent,Two-Door Car,Small
HS67749,California,0,Extended,High School or Below,1/11/11,Employed,1,Rural,Married,Corporate ,Offer4,Agent,Four-Door Car,Medsize
VZ51506,Arizona,0,Basic,High School or Below,1/21/11,Unemployed,0,Urban,Single,Corporate ,Offer2,Call Center,Sports Car,Medsize
UI64281,Nevada,0,Basic,Master or more,1/26/11,Unemployed,0,Rural,Married,Personal ,Offer1,Call Center,Two-Door Car,Medsize
AE98193,Washington,0,Basic,High School or Below,1/1/11,Unemployed,1,Urban,Single,Personal ,Offer1,Branch,SUV,Medsize
AZ74055,Oregon,0,Premium,High School or Below,2/23/11,Employed,1,Urban,Married,Personal ,Offer4,Call Center,Four-Door Car,Medsize
XS76911,Arizona,0,Extended,High School or Below,2/4/11,Unemployed,0,Urban,Married,Personal ,Offer1,Agent,Sports Car,Small
AY40674,Washington,0,Extended,High School or Below,2/6/11,Employed,0,Urban,Married,Personal ,Offer2,Agent,SUV,Medsize
NA12740,Oregon,0,Basic,Master or more,2/10/11,Unemployed,1,Rural,Married,Special ,Offer1,Web,Two-Door Car,Medsize
UA84837,Arizona,0,Premium,High School or Below,1/2/11,Employed,1,Urban,Single,Corporate ,Offer1,Branch,Four-Door Car,Medsize
DJ51510,Arizona,0,Premium,High School or Below,2/10/11,Employed,0,Rural,Married,Personal ,Offer3,Agent,Four-Door Car,Medsize
VM58985,California,0,Extended,High School or Below,1/19/11,Unemployed,1,Urban,Single,Personal ,Offer3,Branch,Two-Door Car,Medsize
OH60605,Oregon,0,Extended,High School or Below,2/23/11,Employed,0,Urban,Married,Personal ,Offer2,Branch,Two-Door Car,Medsize
UO98052,Nevada,0,Extended,High School or Below,1/7/11,Unemployed,1,Urban,Single,Personal ,Offer1,Web,Four-Door Car,Medsize
NC53424,California,0,Basic,High School or Below,1/14/11,Unemployed,1,Urban,Married,Personal ,Offer4,Web,Two-Door Car,Medsize
LQ13873,Nevada,0,Basic,High School or Below,2/15/11,Employed,1,Urban,Married,Personal ,Offer1,Agent,Four-Door Car,Small
LA97014,Washington,0,Basic,High School or Below,2/24/11,Employed,1,Urban,Married,Personal ,Offer1,Agent,Two-Door Car,Medsize
NB79936,Washington,0,Premium,High School or Below,2/2/11,Employed,1,Rural,Single,Personal ,Offer1,Branch,Two-Door Car,Medsize
NT89061,Arizona,0,Extended,High School or Below,1/7/11,Employed,0,Urban,Married,Personal ,Offer2,Call Center,Four-Door Car,Medsize
AF10970,Arizona,0,Basic,High School or Below,2/28/11,Employed,0,Urban,Married,Corporate ,Offer1,Call Center,Four-Door Car,Medsize
ZG48513,California,0,Basic,High School or Below,2/17/11,Unemployed,1,Urban,Single,Personal ,Offer1,Agent,Four-Door Car,Medsize
JQ59145,California,0,Basic,High School or Below,2/12/11,Unemployed,1,Urban,Married,Personal ,Offer1,Agent,Sports Car,Medsize
FE84989,Washington,0,Basic,High School or Below,1/9/11,Employed,1,Urban,Married,Personal ,Offer2,Call Center,Four-Door Car,Large
JT52858,Oregon,0,Premium,High School or Below,1/10/11,Employed,0,Urban,Married,Personal ,Offer3,Branch,Four-Door Car,Medsize
MC62068,California,0,Extended,High School or Below,1/8/11,Employed,1,Urban,Married,Personal ,Offer4,Agent,Four-Door Car,Large
EU27538,Oregon,0,Extended,Master or more,1/25/11,Employed,1,Rural,Married,Personal ,Offer1,Branch,Luxury Car,Medsize
RH42306,Arizona,0,Basic,High School or Below,1/27/11,Unemployed,0,Urban,Single,Corporate ,Offer3,Web,Four-Door Car,Small
US23612,Oregon,0,Premium,High School or Below,1/12/11,Unemployed,0,Rural,Married,Personal ,Offer1,Call Center,Two-Door Car,Large
WV76014,Arizona,0,Basic,Master or more,1/16/11,Employed,1,Rural,Single,Special ,Offer2,Branch,Four-Door Car,Medsize
RK96223,California,0,Basic,High School or Below,1/22/11,Employed,1,Urban,Married,Personal ,Offer1,Agent,SUV,Medsize
MF82000,Washington,0,Basic,High School or Below,1/13/11,Unemployed,0,Rural,Married,Special ,Offer2,Branch,Four-Door Car,Medsize
FM46980,Arizona,0,Basic,High School or Below,2/11/11,Employed,1,Urban,Married,Personal ,Offer2,Branch,Four-Door Car,Small
SY56792,Oregon,0,Premium,High School or Below,1/4/11,Unemployed,1,Urban,Single,Corporate ,Offer3,Web,Four-Door Car,Medsize
RF61565,California,0,Basic,High School or Below,1/29/11,Employed,1,Urban,Married,Personal ,Offer2,Agent,Four-Door Car,Medsize
IM94808,Nevada,0,Basic,High School or Below,2/28/11,Employed,1,Rural,Married,Corporate ,Offer4,Web,Four-Door Car,Medsize
VI14730,Oregon,1,Basic,High School or Below,2/4/11,Unemployed,1,Urban,Married,Personal ,Offer1,Web,Sports Car,Medsize
YR34119,Washington,0,Basic,High School or Below,2/2/11,Employed,0,Rural,Married,Personal ,Offer1,Agent,SUV,Small
RR77985,Oregon,0,Extended,High School or Below,1/3/11,Unemployed,0,Urban,Single,Personal ,Offer1,Call Center,Four-Door Car,Medsize
VC22097,Washington,1,Basic,High School or Below,2/21/11,Unemployed,0,Urban,Single,Corporate ,Offer1,Agent,SUV,Medsize
WV17090,California,0,Basic,High School or Below,2/1/11,Unemployed,1,Urban,Married,Corporate ,Offer2,Call Center,SUV,Medsize
TM23514,Oregon,0,Extended,High School or Below,1/1/11,Employed,1,Urban,Single,Personal ,Offer3,Web,SUV,Medsize
MQ68407,Oregon,1,Premium,High School or Below,2/28/11,Employed,0,Rural,Single,Personal ,Offer2,Agent,Four-Door Car,Medsize
GJ59592,California,1,Basic,High School or Below,1/12/11,Employed,0,Urban,Married,Corporate ,Offer2,Call Center,Four-Door Car,Small
FY56083,Oregon,0,Basic,High School or Below,2/13/11,Employed,1,Rural,Married,Personal ,Offer1,Agent,Four-Door Car,Small
UA94723,Oregon,1,Basic,High School or Below,1/29/11,Employed,0,Urban,Married,Personal ,Offer1,Agent,SUV,Medsize
FW91032,California,0,Basic,High School or Below,2/13/11,Employed,1,Rural,Married,Corporate ,Offer4,Agent,Four-Door Car,Medsize
DE34457,Oregon,0,Basic,Master or more,1/22/11,Employed,0,Urban,Married,Personal ,Offer3,Call Center,SUV,Small
HD32044,Oregon,0,Premium,Master or more,1/25/11,Employed,0,Urban,Single,Corporate ,Offer1,Branch,Four-Door Car,Medsize
HH30454,Oregon,0,Premium,High School or Below,2/23/11,Unemployed,1,Urban,Single,Personal ,Offer3,Branch,SUV,Medsize
AH84063,Oregon,0,Extended,High School or Below,2/18/11,Employed,0,Rural,Married,Corporate ,Offer3,Call Center,SUV,Medsize
QA17596,California,0,Extended,High School or Below,1/3/11,Employed,0,Urban,Married,Personal ,Offer2,Agent,Two-Door Car,Small
XI41052,California,0,Extended,High School or Below,1/9/11,Employed,0,Urban,Single,Personal ,Offer3,Call Center,SUV,Medsize
DI30528,California,1,Basic,Master or more,1/3/11,Employed,0,Rural,Married,Personal ,Offer2,Web,Four-Door Car,Large
SC66359,Arizona,0,Basic,High School or Below,2/21/11,Employed,0,Rural,Married,Corporate ,Offer4,Agent,SUV,Small
EN61670,Arizona,1,Basic,Master or more,2/22/11,Employed,0,Urban,Married,Personal ,Offer2,Branch,Four-Door Car,Medsize
DQ10761,Oregon,0,Basic,High School or Below,1/9/11,Unemployed,1,Urban,Single,Corporate ,Offer1,Branch,Four-Door Car,Medsize
BQ51587,California,0,Basic,High School or Below,2/7/11,Unemployed,0,Urban,Single,Personal ,Offer2,Call Center,Four-Door Car,Medsize
JE21522,California,0,Extended,High School or Below,2/26/11,Employed,1,Urban,Married,Personal ,Offer4,Branch,Four-Door Car,Medsize
WS47147,California,1,Basic,High School or Below,1/30/11,Unemployed,1,Urban,Married,Personal ,Offer1,Branch,SUV,Medsize
ZA64638,Nevada,0,Extended,High School or Below,2/28/11,Unemployed,0,Urban,Single,Personal ,Offer2,Web,Four-Door Car,Small
EW38459,Nevada,0,Basic,High School or Below,2/20/11,Employed,0,Rural,Married,Corporate ,Offer2,Web,Four-Door Car,Medsize
QW87316,Oregon,0,Basic,High School or Below,1/20/11,Employed,0,Urban,Single,Personal ,Offer2,Agent,Four-Door Car,Medsize
IC43478,California,0,Extended,High School or Below,1/22/11,Employed,1,Urban,Single,Personal ,Offer1,Call Center,Two-Door Car,Medsize
TE34064,California,0,Basic,High School or Below,1/6/11,Unemployed,1,Urban,Single,Personal ,Offer2,Agent,Four-Door Car,Medsize
WU60905,California,0,Basic,High School or Below,2/6/11,Unemployed,0,Urban,Married,Corporate ,Offer3,Web,SUV,Medsize
YM18992,California,0,Basic,High School or Below,2/2/11,Employed,0,Urban,Single,Personal ,Offer1,Agent,Two-Door Car,Medsize
PD55753,Oregon,0,Extended,High School or Below,2/23/11,Unemployed,1,Urban,Married,Personal ,Offer4,Call Center,Four-Door Car,Medsize
KU56006,Arizona,0,Basic,High School or Below,1/7/11,Employed,0,Urban,Married,Personal ,Offer1,Call Center,Four-Door Car,Small
MJ69973,Arizona,0,Basic,High School or Below,2/27/11,Unemployed,1,Urban,Married,Personal ,Offer1,Call Center,Two-Door Car,Medsize
TW43626,California,0,Basic,High School or Below,1/21/11,Employed,1,Urban,Married,Personal ,Offer1,Agent,Four-Door Car,Large
XX84133,California,0,Basic,High School or Below,2/4/11,Employed,1,Rural,Married,Corporate ,Offer4,Call Center,Four-Door Car,Medsize
ZW84453,Arizona,0,Basic,High School or Below,1/8/11,Unemployed,0,Rural,Married,Personal ,Offer1,Web,Four-Door Car,Medsize
HO29524,California,0,Extended,High School or Below,2/4/11,Employed,1,Rural,Married,Personal ,Offer4,Branch,Two-Door Car,Medsize
VE89726,California,0,Basic,High School or Below,1/15/11,Unemployed,0,Urban,Single,Personal ,Offer3,Branch,SUV,Medsize
GE87503,California,0,Premium,High School or Below,2/7/11,Employed,1,Urban,Married,Personal ,Offer4,Call Center,SUV,Small
PX90263,Oregon,0,Basic,High School or Below,2/19/11,Unemployed,1,Urban,Single,Personal ,Offer1,Branch,Four-Door Car,Medsize
NI17718,California,0,Basic,High School or Below,2/9/11,Unemployed,0,Urban,Single,Personal ,Offer2,Web,Four-Door Car,Medsize
FY32213,California,1,Basic,High School or Below,2/5/11,Employed,0,Urban,Single,Personal ,Offer2,Call Center,Four-Door Car,Medsize
RZ13254,Nevada,0,Basic,High School or Below,1/15/11,Unemployed,0,Urban,Single,Personal ,Offer2,Branch,Four-Door Car,Large
GN45013,Oregon,0,Basic,High School or Below,2/6/11,Unemployed,1,Urban,Married,Personal ,Offer1,Agent,Four-Door Car,Medsize
UB16654,Washington,0,Basic,Master or more,2/27/11,Unemployed,1,Urban,Single,Personal ,Offer4,Web,Four-Door Car,Medsize
KU84464,Nevada,0,Extended,High School or Below,1/17/11,Employed,0,Rural,Married,Personal ,Offer1,Call Center,Four-Door Car,Medsize
YH43527,Oregon,0,Extended,High School or Below,1/7/11,Employed,0,Urban,Married,Corporate ,Offer4,Agent,Four-Door Car,Medsize
RO30676,California,0,Premium,High School or Below,1/3/11,Unemployed,0,Rural,Married,Personal ,Offer1,Agent,Four-Door Car,Medsize
QL59704,Arizona,0,Basic,High School or Below,1/26/11,Employed,0,Urban,Married,Corporate ,Offer2,Branch,Four-Door Car,Medsize
QH19450,California,0,Basic,High School or Below,1/7/11,Unemployed,0,Urban,Single,Corporate ,Offer1,Call Center,Four-Door Car,Small
HR85211,Washington,0,Basic,Master or more,1/14/11,Employed,0,Rural,Married,Personal ,Offer2,Web,Two-Door Car,Medsize
UV54502,Washington,0,Basic,High School or Below,2/20/11,Unemployed,0,Urban,Married,Personal ,Offer4,Branch,Four-Door Car,Large
WB38524,California,0,Basic,High School or Below,1/1/11,Employed,1,Urban,Married,Personal ,Offer2,Branch,Two-Door Car,Small
CE56187,Oregon,0,Basic,Master or more,1/10/11,Employed,0,Urban,Single,Personal ,Offer2,Branch,SUV,Medsize
JL19416,California,0,Premium,High School or Below,1/27/11,Unemployed,0,Urban,Single,Personal ,Offer1,Agent,SUV,Medsize
JZ61422,Nevada,0,Basic,High School or Below,2/7/11,Employed,0,Urban,Single,Personal ,Offer1,Agent,Four-Door Car,Medsize
LA13377,California,0,Basic,Master or more,1/25/11,Employed,1,Urban,Married,Personal ,Offer4,Call Center,Four-Door Car,Small
NC99948,Nevada,0,Basic,High School or Below,2/11/11,Unemployed,1,Urban,Single,Personal ,Offer3,Call Center,Four-Door Car,Medsize
QD34785,Arizona,1,Extended,High School or Below,1/19/11,Unemployed,0,Urban,Married,Personal ,Offer2,Agent,Four-Door Car,Small
RO26085,California,0,Basic,High School or Below,2/4/11,Unemployed,0,Urban,Single,Personal ,Offer2,Agent,Sports Car,Large
ES57969,Oregon,1,Basic,High School or Below,2/9/11,Unemployed,1,Urban,Single,Personal ,Offer1,Agent,Four-Door Car,Medsize
