,customer,state,response,coverage,education,effective_to_date,employmentstatus,location_code,marital_status,renew_offer_type,sales_channel,vehicle_class,vehicle_size,gender_f,gender_m,policy_combined,corporate_auto,personal_auto,special_auto
167,BE10809,California,1,Basic,High School or Below,2011-01-18,Unemployed,Suburban,Single,Offer1,Agent,Four-Door Car,Small,1,0,Personal Auto_L1,0,1,0
168,HT87217,Oregon,0,Extended,High School or Below,2011-01-16,Employed,Urban,Divorced,Offer3,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0
169,TH95618,California,0,Basic,High School or Below,2011-01-06,Unemployed,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0
170,TS19868,California,0,Basic,College,2011-01-27,Medical Leave,Suburban,Married,Offer4,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0
171,LP45550,Oregon,0,Premium,Doctor,2011-01-15,Disabled,Urban,Divorced,Offer2,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
172,QR87004,Nevada,0,Basic,College,2011-01-09,Employed,Rural,Divorced,Offer3,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
173,OE75747,Nevada,0,Basic,College,2011-01-28,Unemployed,Suburban,Married,Offer3,Agent,Four-Door Car,Small,1,0,Personal Auto_L2,0,1,0
174,DX91392,California,1,Basic,High School or Below,2011-02-26,Employed,Suburban,Single,Offer2,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
175,AB72731,California,0,Basic,Bachelor,2011-01-04,Employed,Rural,Married,Offer2,Call Center,Sports Car,Medsize,1,0,Personal Auto_L2,0,1,0
176,RU49126,Washington,0,Basic,College,2011-02-01,Employed,Rural,Married,Offer2,Agent,SUV,Medsize,1,0,Personal Auto_L2,0,1,0
177,IS12901,Arizona,0,Basic,Bachelor,2011-01-27,Employed,Urban,Married,Offer2,Call Center,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
178,IX37561,Washington,0,Basic,College,2011-02-14,Unemployed,Suburban,Single,Offer3,Web,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
179,HH90090,California,0,Basic,Bachelor,2011-01-23,Employed,Suburban,Divorced,Offer2,Call Center,Sports Car,Small,1,0,Personal Auto_L2,0,1,0
180,IU25463,California,0,Premium,Bachelor,2011-02-18,Unemployed,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0
181,KC11055,Nevada,0,Extended,Bachelor,2011-01-24,Employed,Suburban,Married,Offer3,Branch,Luxury Car,Medsize,1,0,Personal Auto_L3,0,1,0
182,PD33979,Oregon,0,Basic,High School or Below,2011-02-18,Employed,Suburban,Married,Offer2,Branch,Four-Door Car,Large,0,1,Personal Auto_L2,0,1,0
183,NK71023,Nevada,0,Extended,Bachelor,2011-01-19,Employed,Suburban,Single,Offer4,Agent,Four-Door Car,Small,0,1,Personal Auto_L2,0,1,0
184,AB13432,California,0,Basic,Bachelor,2011-01-04,Unemployed,Suburban,Single,Offer1,Agent,SUV,Medsize,0,1,Personal Auto_L3,0,1,0
185,OZ97704,California,0,Basic,High School or Below,2011-02-07,Employed,Suburban,Single,Offer3,Call Center,SUV,Small,1,0,Personal Auto_L3,0,1,0
186,UF46533,California,0,Basic,College,2011-01-30,Employed,Suburban,Single,Offer2,Branch,SUV,Medsize,1,0,Corporate Auto_L3,1,0,0
187,XP47431,Arizona,1,Extended,Bachelor,2011-02-17,Employed,Suburban,Married,Offer2,Agent,SUV,Medsize,1,0,Personal Auto_L1,0,1,0
188,GK73582,California,0,Extended,Bachelor,2011-01-13,Employed,Urban,Single,Offer3,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0
189,RV98763,Oregon,0,Extended,College,2011-02-08,Employed,Urban,Married,Offer3,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
190,II62831,California,0,Basic,Master,2011-01-29,Employed,Urban,Married,Offer4,Web,SUV,Medsize,0,1,Special Auto_L2,0,0,1
191,XK33449,California,0,Basic,High School or Below,2011-02-05,Unemployed,Suburban,Single,Offer4,Branch,Two-Door Car,Small,1,0,Special Auto_L3,0,0,1
192,TR85083,California,0,Basic,Bachelor,2011-01-20,Employed,Suburban,Married,Offer2,Branch,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
193,EO95328,Oregon,0,Basic,Bachelor,2011-01-27,Employed,Suburban,Married,Offer4,Agent,Two-Door Car,Small,1,0,Personal Auto_L2,0,1,0
194,EN21086,Arizona,0,Basic,High School or Below,2011-01-09,Unemployed,Suburban,Divorced,Offer1,Branch,Four-Door Car,Small,1,0,Personal Auto_L2,0,1,0
195,YL83902,Washington,0,Extended,Bachelor,2011-01-11,Employed,Suburban,Married,Offer1,Agent,Four-Door Car,Small,1,0,Personal Auto_L3,0,1,0
196,AZ62651,Oregon,0,Premium,High School or Below,2011-02-17,Employed,Suburban,Single,Offer4,Web,Luxury SUV,Medsize,0,1,Corporate Auto_L3,1,0,0
197,ZW25874,Oregon,0,Basic,Bachelor,2011-02-16,Employed,Rural,Single,Offer1,Branch,Four-Door Car,Medsize,0,1,Special Auto_L3,0,0,1
198,EH41854,Washington,0,Extended,High School or Below,2011-02-10,Unemployed,Suburban,Single,Offer3,Branch,Two-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0
199,MW70227,California,1,Extended,College,2011-02-19,Employed,Suburban,Married,Offer1,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0
200,SL22297,California,0,Premium,Master,2011-01-21,Disabled,Suburban,Single,Offer1,Call Center,SUV,Medsize,1,0,Personal Auto_L1,0,1,0
201,RV14138,Nevada,1,Extended,Bachelor,2011-02-27,Retired,Suburban,Single,Offer1,Agent,SUV,Medsize,1,0,Personal Auto_L3,0,1,0
202,UO62808,Arizona,0,Basic,High School or Below,2011-02-04,Employed,Suburban,Married,Offer2,Call Center,Four-Door Car,Medsize,1,0,Corporate Auto_L1,1,0,0
203,ZX64745,California,0,Basic,College,2011-01-18,Unemployed,Suburban,Single,Offer1,Agent,SUV,Medsize,0,1,Personal Auto_L2,0,1,0
204,FL34139,California,0,Basic,High School or Below,2011-02-03,Unemployed,Suburban,Single,Offer1,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
205,TS11219,California,0,Basic,College,2011-01-02,Unemployed,Suburban,Single,Offer1,Agent,SUV,Medsize,0,1,Personal Auto_L2,0,1,0
206,XX12304,California,0,Basic,College,2011-01-09,Employed,Urban,Married,Offer2,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0
207,SD64087,California,0,Premium,College,2011-01-19,Employed,Suburban,Married,Offer1,Branch,SUV,Small,0,1,Corporate Auto_L2,1,0,0
208,OY38576,Oregon,0,Basic,High School or Below,2011-01-11,Employed,Suburban,Divorced,Offer2,Agent,SUV,Medsize,1,0,Corporate Auto_L3,1,0,0
209,BG76355,Washington,0,Extended,Bachelor,2011-01-31,Employed,Rural,Married,Offer3,Web,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
210,IP66913,California,0,Extended,High School or Below,2011-01-11,Employed,Suburban,Single,Offer2,Agent,Two-Door Car,Small,0,1,Personal Auto_L3,0,1,0
211,LE95702,California,1,Basic,College,2011-02-11,Retired,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,0,1,Special Auto_L3,0,0,1
212,KX54357,Washington,0,Extended,College,2011-01-22,Employed,Urban,Married,Offer2,Web,Two-Door Car,Small,0,1,Corporate Auto_L3,1,0,0
213,EZ78112,California,0,Basic,High School or Below,2011-02-24,Employed,Urban,Single,Offer1,Agent,Four-Door Car,Medsize,1,0,Special Auto_L3,0,0,1
214,XN16891,Arizona,0,Basic,College,2011-02-28,Employed,Suburban,Divorced,Offer4,Agent,Four-Door Car,Small,0,1,Personal Auto_L1,0,1,0
215,XK31350,Oregon,0,Extended,College,2011-01-25,Employed,Suburban,Married,Offer4,Call Center,Four-Door Car,Large,1,0,Corporate Auto_L1,1,0,0
216,CC30924,Oregon,0,Premium,College,2011-02-26,Employed,Urban,Married,Offer4,Agent,Sports Car,Small,0,1,Corporate Auto_L3,1,0,0
217,IT78748,Oregon,1,Extended,High School or Below,2011-02-19,Disabled,Suburban,Married,Offer1,Agent,Two-Door Car,Small,1,0,Special Auto_L3,0,0,1
218,KY33386,Washington,1,Basic,High School or Below,2011-01-02,Unemployed,Suburban,Divorced,Offer1,Web,Sports Car,Medsize,1,0,Personal Auto_L3,0,1,0
219,CO44221,California,0,Basic,College,2011-01-02,Employed,Suburban,Married,Offer2,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0
220,LK60013,Oregon,0,Basic,Bachelor,2011-01-26,Employed,Suburban,Married,Offer3,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0
221,DE21533,California,0,Basic,Bachelor,2011-02-02,Employed,Suburban,Divorced,Offer1,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
222,YS94121,Nevada,0,Basic,High School or Below,2011-02-27,Employed,Suburban,Divorced,Offer1,Call Center,Four-Door Car,Small,0,1,Personal Auto_L1,0,1,0
223,UK68427,Washington,1,Extended,High School or Below,2011-01-20,Employed,Suburban,Single,Offer2,Branch,Two-Door Car,Small,0,1,Personal Auto_L3,0,1,0
224,TE49565,Oregon,0,Basic,College,2011-01-17,Disabled,Suburban,Married,Offer2,Call Center,SUV,Small,1,0,Personal Auto_L3,0,1,0
225,RA88421,Oregon,0,Extended,College,2011-01-17,Employed,Suburban,Married,Offer3,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
226,KQ51983,Nevada,0,Basic,College,2011-02-24,Unemployed,Suburban,Single,Offer1,Branch,Two-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0
227,CD88896,Nevada,1,Basic,High School or Below,2011-02-14,Employed,Rural,Single,Offer2,Agent,Four-Door Car,Medsize,1,0,Corporate Auto_L3,1,0,0
228,YV22553,Arizona,0,Basic,High School or Below,2011-02-20,Employed,Urban,Married,Offer1,Agent,SUV,Small,0,1,Corporate Auto_L3,1,0,0
229,WU14435,California,0,Basic,Bachelor,2011-02-19,Disabled,Suburban,Married,Offer1,Agent,Four-Door Car,Small,0,1,Corporate Auto_L1,1,0,0
230,XV84099,Arizona,1,Basic,Bachelor,2011-02-08,Unemployed,Suburban,Married,Offer1,Call Center,Four-Door Car,Medsize,1,0,Corporate Auto_L1,1,0,0
231,RI24911,Arizona,1,Basic,College,2011-02-06,Employed,Urban,Single,Offer2,Agent,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
232,KO26461,Arizona,0,Extended,High School or Below,2011-02-27,Employed,Urban,Married,Offer1,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
233,HI14283,Oregon,0,Premium,Bachelor,2011-02-01,Unemployed,Suburban,Married,Offer1,Web,SUV,Small,1,0,Personal Auto_L3,0,1,0
234,PT50227,Arizona,0,Basic,High School or Below,2011-02-23,Unemployed,Suburban,Married,Offer3,Call Center,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
235,BH36570,California,0,Basic,Bachelor,2011-01-11,Employed,Suburban,Married,Offer1,Branch,Two-Door Car,Small,0,1,Personal Auto_L3,0,1,0
236,TX17484,California,0,Basic,Bachelor,2011-02-10,Employed,Rural,Married,Offer1,Web,Four-Door Car,Large,1,0,Personal Auto_L2,0,1,0
237,CT41158,Washington,0,Extended,College,2011-02-25,Employed,Urban,Divorced,Offer2,Branch,SUV,Large,0,1,Corporate Auto_L1,1,0,0
238,AO87348,Washington,0,Basic,College,2011-02-16,Unemployed,Suburban,Single,Offer2,Agent,Four-Door Car,Small,0,1,Personal Auto_L3,0,1,0
239,DE55857,Washington,0,Basic,Bachelor,2011-01-30,Employed,Suburban,Single,Offer2,Agent,Four-Door Car,Small,1,0,Personal Auto_L3,0,1,0
240,LF66923,Nevada,0,Basic,High School or Below,2011-02-11,Employed,Suburban,Married,Offer2,Agent,Two-Door Car,Small,1,0,Corporate Auto_L3,1,0,0
241,CN24514,Arizona,0,Basic,College,2011-01-14,Employed,Rural,Married,Offer3,Agent,Four-Door Car,Large,1,0,Personal Auto_L1,0,1,0
242,UW32074,Oregon,0,Basic,College,2011-02-14,Unemployed,Suburban,Divorced,Offer1,Branch,Four-Door Car,Small,1,0,Corporate Auto_L3,1,0,0
243,HP36979,California,0,Extended,College,2011-02-03,Employed,Suburban,Married,Offer2,Web,Two-Door Car,Large,0,1,Personal Auto_L2,0,1,0
244,PP40919,California,0,Extended,College,2011-01-31,Unemployed,Suburban,Single,Offer1,Agent,Two-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0
245,RO73268,California,0,Extended,Bachelor,2011-02-15,Disabled,Suburban,Divorced,Offer3,Agent,Two-Door Car,Medsize,0,1,Corporate Auto_L2,1,0,0
246,HO61691,Arizona,0,Basic,Bachelor,2011-02-27,Employed,Suburban,Divorced,Offer4,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0
247,BS13062,Arizona,0,Extended,High School or Below,2011-01-21,Unemployed,Suburban,Married,Offer4,Call Center,Four-Door Car,Small,1,0,Personal Auto_L2,0,1,0
248,FO35655,Oregon,0,Extended,Bachelor,2011-01-14,Unemployed,Suburban,Single,Offer1,Branch,Luxury SUV,Medsize,0,1,Corporate Auto_L3,1,0,0
249,HR10526,California,0,Basic,Master,2011-01-25,Employed,Suburban,Married,Offer1,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
250,IA63417,Arizona,0,Premium,High School or Below,2011-02-02,Retired,Suburban,Divorced,Offer3,Web,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
251,BH35016,Nevada,0,Basic,Bachelor,2011-02-09,Employed,Suburban,Divorced,Offer1,Call Center,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
252,PK52952,Arizona,0,Basic,Doctor,2011-02-28,Employed,Suburban,Single,Offer1,Call Center,SUV,Medsize,0,1,Personal Auto_L3,0,1,0
253,OD76309,Washington,1,Basic,College,2011-01-27,Retired,Suburban,Divorced,Offer1,Agent,SUV,Small,1,0,Personal Auto_L3,0,1,0
254,IL28481,Oregon,0,Extended,Bachelor,2011-02-19,Employed,Urban,Married,Offer4,Call Center,Four-Door Car,Large,0,1,Personal Auto_L3,0,1,0
255,GY55092,Nevada,1,Extended,High School or Below,2011-02-18,Retired,Suburban,Divorced,Offer2,Agent,SUV,Medsize,0,1,Personal Auto_L3,0,1,0
256,UF33451,Oregon,0,Extended,Bachelor,2011-02-14,Employed,Urban,Married,Offer1,Agent,SUV,Medsize,1,0,Personal Auto_L3,0,1,0
257,CF15558,California,0,Basic,Master,2011-01-30,Employed,Urban,Married,Offer2,Call Center,Two-Door Car,Small,1,0,Personal Auto_L3,0,1,0
258,JM62924,Washington,0,Extended,Bachelor,2011-02-09,Employed,Suburban,Married,Offer3,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
259,EM66435,Oregon,0,Basic,Bachelor,2011-02-06,Employed,Rural,Divorced,Offer1,Agent,Four-Door Car,Medsize,1,0,Corporate Auto_L3,1,0,0
260,QX45933,California,0,Basic,Bachelor,2011-02-23,Unemployed,Suburban,Married,Offer1,Agent,Four-Door Car,Small,0,1,Personal Auto_L1,0,1,0
261,JI71369,California,0,Basic,College,2011-02-22,Employed,Rural,Married,Offer1,Web,Four-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0
262,JU93290,Arizona,0,Basic,College,2011-01-16,Medical Leave,Suburban,Divorced,Offer1,Web,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0
263,GU66096,Arizona,0,Basic,High School or Below,2011-02-02,Employed,Suburban,Married,Offer2,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
264,UC33108,California,0,Extended,Bachelor,2011-02-22,Employed,Suburban,Married,Offer1,Agent,Four-Door Car,Small,0,1,Personal Auto_L1,0,1,0
265,LW93867,Oregon,0,Basic,College,2011-01-03,Medical Leave,Rural,Married,Offer1,Web,Four-Door Car,Medsize,0,1,Corporate Auto_L1,1,0,0
266,OU78470,Arizona,0,Extended,Master,2011-02-27,Employed,Rural,Single,Offer2,Call Center,Four-Door Car,Medsize,1,0,Corporate Auto_L3,1,0,0
267,XW90265,Arizona,0,Basic,Bachelor,2011-02-15,Employed,Suburban,Married,Offer1,Agent,Two-Door Car,Small,1,0,Personal Auto_L2,0,1,0
268,HS67749,California,0,Extended,College,2011-01-11,Employed,Rural,Married,Offer4,Agent,Four-Door Car,Medsize,0,1,Corporate Auto_L1,1,0,0
269,VZ51506,Arizona,0,Basic,High School or Below,2011-01-21,Unemployed,Suburban,Single,Offer2,Call Center,Sports Car,Medsize,1,0,Corporate Auto_L3,1,0,0
270,UI64281,Nevada,0,Basic,Master,2011-01-26,Medical Leave,Rural,Married,Offer1,Call Center,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
271,AE98193,Washington,0,Basic,High School or Below,2011-01-01,Unemployed,Suburban,Single,Offer1,Branch,SUV,Medsize,0,1,Personal Auto_L1,0,1,0
272,AZ74055,Oregon,0,Premium,High School or Below,2011-02-23,Employed,Suburban,Married,Offer4,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
273,XS76911,Arizona,0,Extended,High School or Below,2011-02-04,Unemployed,Suburban,Married,Offer1,Agent,Sports Car,Small,1,0,Personal Auto_L3,0,1,0
274,AY40674,Washington,0,Extended,Bachelor,2011-02-06,Employed,Suburban,Married,Offer2,Agent,SUV,Medsize,1,0,Personal Auto_L2,0,1,0
275,NA12740,Oregon,0,Basic,Master,2011-02-10,Disabled,Rural,Married,Offer1,Web,Two-Door Car,Medsize,0,1,Special Auto_L3,0,0,1
276,UA84837,Arizona,0,Premium,College,2011-01-02,Employed,Suburban,Divorced,Offer1,Branch,Four-Door Car,Medsize,0,1,Corporate Auto_L2,1,0,0
277,DJ51510,Arizona,0,Premium,High School or Below,2011-02-10,Employed,Rural,Married,Offer3,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
278,VM58985,California,0,Extended,College,2011-01-19,Unemployed,Suburban,Single,Offer3,Branch,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
279,OH60605,Oregon,0,Extended,High School or Below,2011-02-23,Employed,Suburban,Married,Offer2,Branch,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
280,UO98052,Nevada,0,Extended,College,2011-01-07,Unemployed,Urban,Single,Offer1,Web,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
281,NC53424,California,0,Basic,Bachelor,2011-01-14,Unemployed,Suburban,Married,Offer4,Web,Two-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
282,LQ13873,Nevada,0,Basic,High School or Below,2011-02-15,Employed,Suburban,Married,Offer1,Agent,Four-Door Car,Small,0,1,Personal Auto_L3,0,1,0
283,LA97014,Washington,0,Basic,Bachelor,2011-02-24,Employed,Suburban,Married,Offer1,Agent,Two-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0
284,NB79936,Washington,0,Premium,Bachelor,2011-02-02,Employed,Rural,Single,Offer1,Branch,Two-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
285,NT89061,Arizona,0,Extended,High School or Below,2011-01-07,Employed,Suburban,Married,Offer2,Call Center,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
286,AF10970,Arizona,0,Basic,Bachelor,2011-02-28,Employed,Suburban,Married,Offer1,Call Center,Four-Door Car,Medsize,1,0,Corporate Auto_L3,1,0,0
287,ZG48513,California,0,Basic,Bachelor,2011-02-17,Unemployed,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
288,JQ59145,California,0,Basic,High School or Below,2011-02-12,Unemployed,Suburban,Married,Offer1,Agent,Sports Car,Medsize,0,1,Personal Auto_L1,0,1,0
289,FE84989,Washington,0,Basic,College,2011-01-09,Employed,Urban,Married,Offer2,Call Center,Four-Door Car,Large,0,1,Personal Auto_L2,0,1,0
290,JT52858,Oregon,0,Premium,Bachelor,2011-01-10,Employed,Suburban,Married,Offer3,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0
291,MC62068,California,0,Extended,High School or Below,2011-01-08,Employed,Urban,Married,Offer4,Agent,Four-Door Car,Large,0,1,Personal Auto_L2,0,1,0
292,EU27538,Oregon,0,Extended,Master,2011-01-25,Employed,Rural,Married,Offer1,Branch,Luxury Car,Medsize,0,1,Personal Auto_L3,0,1,0
293,RH42306,Arizona,0,Basic,Bachelor,2011-01-27,Unemployed,Suburban,Single,Offer3,Web,Four-Door Car,Small,1,0,Corporate Auto_L2,1,0,0
294,US23612,Oregon,0,Premium,High School or Below,2011-01-12,Disabled,Rural,Married,Offer1,Call Center,Two-Door Car,Large,1,0,Personal Auto_L2,0,1,0
295,WV76014,Arizona,0,Basic,Doctor,2011-01-16,Employed,Rural,Single,Offer2,Branch,Four-Door Car,Medsize,0,1,Special Auto_L2,0,0,1
296,RK96223,California,0,Basic,College,2011-01-22,Employed,Suburban,Married,Offer1,Agent,SUV,Medsize,0,1,Personal Auto_L3,0,1,0
297,MF82000,Washington,0,Basic,Bachelor,2011-01-13,Unemployed,Rural,Married,Offer2,Branch,Four-Door Car,Medsize,1,0,Special Auto_L2,0,0,1
298,FM46980,Arizona,0,Basic,College,2011-02-11,Employed,Suburban,Married,Offer2,Branch,Four-Door Car,Small,0,1,Personal Auto_L1,0,1,0
299,SY56792,Oregon,0,Premium,High School or Below,2011-01-04,Unemployed,Suburban,Divorced,Offer3,Web,Four-Door Car,Medsize,0,1,Corporate Auto_L3,1,0,0
300,RF61565,California,0,Basic,College,2011-01-29,Employed,Suburban,Married,Offer2,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
301,IM94808,Nevada,0,Basic,Bachelor,2011-02-28,Employed,Rural,Married,Offer4,Web,Four-Door Car,Medsize,0,1,Corporate Auto_L3,1,0,0
302,VI14730,Oregon,1,Basic,High School or Below,2011-02-04,Retired,Suburban,Married,Offer1,Web,Sports Car,Medsize,0,1,Personal Auto_L2,0,1,0
303,YR34119,Washington,0,Basic,College,2011-02-02,Employed,Rural,Married,Offer1,Agent,SUV,Small,1,0,Personal Auto_L1,0,1,0
304,RR77985,Oregon,0,Extended,Bachelor,2011-01-03,Unemployed,Suburban,Single,Offer1,Call Center,Four-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0
305,VC22097,Washington,1,Basic,College,2011-02-21,Unemployed,Suburban,Divorced,Offer1,Agent,SUV,Medsize,1,0,Corporate Auto_L3,1,0,0
306,WV17090,California,0,Basic,Bachelor,2011-02-01,Unemployed,Suburban,Married,Offer2,Call Center,SUV,Medsize,0,1,Corporate Auto_L1,1,0,0
307,TM23514,Oregon,0,Extended,College,2011-01-01,Employed,Urban,Single,Offer3,Web,SUV,Medsize,0,1,Personal Auto_L3,0,1,0
308,MQ68407,Oregon,1,Premium,Bachelor,2011-02-28,Employed,Rural,Divorced,Offer2,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
309,GJ59592,California,1,Basic,Bachelor,2011-01-12,Employed,Suburban,Married,Offer2,Call Center,Four-Door Car,Small,1,0,Corporate Auto_L2,1,0,0
310,FY56083,Oregon,0,Basic,Bachelor,2011-02-13,Employed,Rural,Married,Offer1,Agent,Four-Door Car,Small,0,1,Personal Auto_L2,0,1,0
311,UA94723,Oregon,1,Basic,High School or Below,2011-01-29,Employed,Urban,Married,Offer1,Agent,SUV,Medsize,1,0,Personal Auto_L3,0,1,0
312,FW91032,California,0,Basic,High School or Below,2011-02-13,Employed,Rural,Married,Offer4,Agent,Four-Door Car,Medsize,0,1,Corporate Auto_L2,1,0,0
313,DE34457,Oregon,0,Basic,Doctor,2011-01-22,Employed,Urban,Married,Offer3,Call Center,SUV,Small,1,0,Personal Auto_L3,0,1,0
314,HD32044,Oregon,0,Premium,Master,2011-01-25,Employed,Suburban,Divorced,Offer1,Branch,Four-Door Car,Medsize,1,0,Corporate Auto_L3,1,0,0
315,HH30454,Oregon,0,Premium,Bachelor,2011-02-23,Unemployed,Suburban,Single,Offer3,Branch,SUV,Medsize,0,1,Personal Auto_L3,0,1,0
316,AH84063,Oregon,0,Extended,College,2011-02-18,Employed,Rural,Married,Offer3,Call Center,SUV,Medsize,1,0,Corporate Auto_L3,1,0,0
317,QA17596,California,0,Extended,Bachelor,2011-01-03,Employed,Suburban,Married,Offer2,Agent,Two-Door Car,Small,1,0,Personal Auto_L3,0,1,0
318,XI41052,California,0,Extended,Bachelor,2011-01-09,Employed,Suburban,Single,Offer3,Call Center,SUV,Medsize,1,0,Personal Auto_L2,0,1,0
319,DI30528,California,1,Basic,Master,2011-01-03,Employed,Rural,Married,Offer2,Web,Four-Door Car,Large,1,0,Personal Auto_L3,0,1,0
320,SC66359,Arizona,0,Basic,College,2011-02-21,Employed,Rural,Married,Offer4,Agent,SUV,Small,1,0,Corporate Auto_L3,1,0,0
321,EN61670,Arizona,1,Basic,Doctor,2011-02-22,Employed,Urban,Married,Offer2,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0
322,DQ10761,Oregon,0,Basic,Bachelor,2011-01-09,Unemployed,Suburban,Single,Offer1,Branch,Four-Door Car,Medsize,0,1,Corporate Auto_L3,1,0,0
323,BQ51587,California,0,Basic,College,2011-02-07,Unemployed,Suburban,Single,Offer2,Call Center,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0
